CVD_ID,Date_Published,Date_Modified,Vendor,Product,Attack_Vector,Attack_Complexity,User_Interaction,Privileges_Required,Confidentiality_Impact,Integrity_Impact,Availability_Impact
CVE-2018-0238,2018-04-19T20:29Z,2018-05-24T12:07Z,cisco,unified_computing_system_director,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0239,2018-04-19T20:29Z,2018-05-23T13:05Z,cisco,staros,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0240,2018-04-19T20:29Z,2018-07-06T01:29Z,cisco,adaptive_security_appliance_software,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0241,2018-04-19T20:29Z,2018-05-24T17:26Z,cisco,ios_xr,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0242,2018-04-19T20:29Z,2018-05-21T15:33Z,cisco,adaptive_security_appliance_software,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0243,2018-04-19T20:29Z,2018-05-22T16:45Z,cisco,firepower_threat_defense,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-0244,2018-04-19T20:29Z,2018-05-24T17:30Z,cisco,firepower_threat_defense,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-0245,2018-05-02T22:29Z,2018-06-13T12:47Z,cisco,wireless_lan_controller_software,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-0247,2018-05-02T22:29Z,2018-06-13T12:46Z,cisco,aironet_access_point_software,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-0249,2018-05-02T22:29Z,2018-06-07T15:06Z,cisco,aironet_access_point_software,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0250,2018-05-02T22:29Z,2018-06-07T15:09Z,cisco,aironet_access_point_software,ADJACENT_NETWORK,LOW,NONE,LOW,NONE,LOW,NONE
CVE-2018-0251,2018-04-19T20:29Z,2018-05-24T17:38Z,cisco,adaptive_security_appliance_software,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0252,2018-05-02T22:29Z,2018-06-13T12:44Z,cisco,wireless_lan_controller_software,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0253,2018-05-02T22:29Z,2018-06-13T12:40Z,cisco,secure_access_control_system,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0254,2018-04-19T20:29Z,2018-05-23T13:07Z,cisco,firepower_threat_defense,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-0255,2018-04-19T20:29Z,2018-05-23T14:05Z,cisco,ios,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0256,2018-04-19T20:29Z,2018-05-24T17:42Z,cisco,asr_5000_series_software,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0257,2018-04-19T20:29Z,2018-05-24T17:47Z,cisco,ios_xe,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0258,2018-05-02T22:29Z,2018-06-13T12:48Z,cisco,prime_data_center_network_manager,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0259,2018-04-19T20:29Z,2018-05-24T17:51Z,cisco,mate_collector,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0260,2018-04-19T20:29Z,2018-05-24T17:51Z,cisco,mate_live,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-0262,2018-05-02T22:29Z,2018-06-13T12:39Z,cisco,meeting_server,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0263,2018-06-07T12:29Z,2018-07-20T12:27Z,cisco,meeting_server,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-0264,2018-05-02T22:29Z,2018-06-13T12:37Z,cisco,webex_meetings,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0266,2018-04-19T20:29Z,2018-05-24T17:52Z,cisco,unified_communications_manager,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-0267,2018-04-19T20:29Z,2018-05-22T14:04Z,cisco,unified_communications_manager,LOCAL,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-0268,2018-05-17T03:29Z,2018-06-20T13:33Z,cisco,digital_network_architecture_center,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0269,2018-04-19T20:29Z,2018-05-22T14:05Z,cisco,digital_network_architecture_center,NETWORK,LOW,REQUIRED,NONE,LOW,NONE,NONE
CVE-2018-0270,2018-05-17T03:29Z,2018-06-20T13:01Z,cisco,iot_field_network_director,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0271,2018-05-17T03:29Z,2018-06-20T13:47Z,,,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0272,2018-04-19T20:29Z,2018-05-22T14:02Z,cisco,firepower,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0273,2018-04-19T20:29Z,2018-05-22T14:14Z,cisco,staros,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0274,2018-06-07T12:29Z,2018-07-20T12:30Z,,,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0275,2018-04-19T20:29Z,2018-05-22T14:07Z,cisco,identity_services_engine,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0276,2018-04-19T20:29Z,2018-05-22T14:00Z,cisco,webex_connect_im,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0277,2018-05-17T03:29Z,2018-06-20T13:44Z,cisco,identity_services_engine,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0278,2018-05-02T22:29Z,2018-06-07T15:10Z,cisco,firepower_management_center,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-0279,2018-05-17T03:29Z,2018-06-19T18:22Z,cisco,enterprise_nfv_infrastructure_software,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0280,2018-05-17T03:29Z,2018-06-19T16:54Z,cisco,meeting_server,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0281,2018-05-02T22:29Z,2018-06-07T15:14Z,cisco,firepower_management_center,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0283,2018-05-02T22:29Z,2018-06-07T15:15Z,cisco,firepower_management_center,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0285,2018-05-02T22:29Z,2018-06-13T12:36Z,cisco,prime_service_catalog,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-0286,2018-05-02T22:29Z,2018-06-07T15:15Z,cisco,ios_xr,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0287,2018-05-02T22:29Z,2018-06-13T12:35Z,cisco,webex_meetings_online,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0288,2018-05-02T22:29Z,2018-06-13T12:28Z,cisco,webex_meetings_online,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-0289,2018-05-17T03:29Z,2018-06-20T13:16Z,cisco,identity_services_engine_software,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0290,2018-05-17T03:29Z,2018-06-20T13:40Z,cisco,socialminer,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-0291,2018-06-20T21:29Z,2018-08-21T13:25Z,cisco,nx-os,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-0292,2018-06-20T21:29Z,2018-08-21T13:27Z,cisco,nx-os,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0293,2018-06-20T21:29Z,2018-08-21T13:27Z,cisco,nx-os,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0294,2018-06-20T21:29Z,2018-08-21T13:39Z,cisco,nx-os,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0295,2018-06-20T21:29Z,2018-08-21T13:39Z,cisco,nx-os,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0296,2018-06-07T12:29Z,2018-07-23T15:17Z,cisco,adaptive_security_appliance_software,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0297,2018-05-17T03:29Z,2018-06-27T17:57Z,cisco,firepower_threat_defense,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-0298,2018-06-21T11:29Z,2018-08-21T14:16Z,,,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0299,2018-06-21T11:29Z,2018-08-20T19:43Z,cisco,nx-os,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-0300,2018-06-21T11:29Z,2018-08-20T19:45Z,cisco,fxos,NETWORK,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0301,2018-06-20T21:29Z,2018-08-21T14:11Z,cisco,nx-os,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0302,2018-06-21T11:29Z,2018-08-20T19:46Z,cisco,nx-os,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0303,2018-06-21T11:29Z,2018-08-20T19:51Z,cisco,nx-os,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0304,2018-06-20T21:29Z,2018-08-13T15:27Z,cisco,firepower_9000_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0305,2018-06-21T11:29Z,2018-08-13T18:52Z,cisco,firepower_9000_firmware,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0306,2018-06-21T11:29Z,2018-08-20T19:52Z,cisco,nx-os,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0307,2018-06-20T21:29Z,2018-08-21T14:11Z,cisco,nx-os,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0308,2018-06-20T21:29Z,2018-08-13T16:28Z,cisco,firepower_9000_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0309,2018-06-21T11:29Z,2018-08-20T20:16Z,cisco,nx-os,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-0310,2018-06-21T11:29Z,2018-08-13T20:00Z,cisco,nx-os,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0311,2018-06-21T11:29Z,2018-08-20T21:13Z,cisco,nx-os,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0312,2018-06-20T21:29Z,2018-08-13T18:53Z,cisco,firepower_9000_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0313,2018-06-21T11:29Z,2018-08-20T21:13Z,cisco,nx-os,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0314,2018-06-20T21:29Z,2018-08-13T18:54Z,cisco,firepower_9000_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0315,2018-06-07T12:29Z,2018-07-20T12:40Z,cisco,ios_xe,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0316,2018-06-07T12:29Z,2018-07-20T12:43Z,cisco,ip_phone_firmware,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0317,2018-06-07T12:29Z,2018-07-20T12:44Z,cisco,prime_collaboration,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0318,2018-06-07T12:29Z,2018-07-20T12:45Z,cisco,prime_collaboration,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0319,2018-06-07T12:29Z,2018-07-20T12:45Z,cisco,prime_collaboration,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0320,2018-06-07T12:29Z,2018-07-20T13:20Z,cisco,prime_collaboration,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0321,2018-06-07T12:29Z,2018-07-20T13:26Z,cisco,prime_collaboration,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0322,2018-06-07T12:29Z,2018-07-20T13:29Z,cisco,prime_collaboration,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0323,2018-05-17T03:29Z,2018-06-20T13:13Z,cisco,network_functions_virtualization_infrastructure,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-0324,2018-05-17T03:29Z,2018-06-19T18:26Z,cisco,network_functions_virtualization_infrastructure,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0325,2018-05-17T03:29Z,2018-06-27T18:04Z,cisco,ip_phone_8800_firmware,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0326,2018-05-17T03:29Z,2018-06-20T13:14Z,cisco,telepresence_tx9000_firmware,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0327,2018-05-17T03:29Z,2018-06-19T18:24Z,cisco,identity_services_engine_software,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0328,2018-05-17T03:29Z,2018-06-19T17:35Z,cisco,unified_communications_manager,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0329,2018-06-07T21:29Z,2018-07-20T13:47Z,cisco,wide_area_application_services,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-0330,2018-06-20T21:29Z,2018-08-21T14:11Z,cisco,nx-os,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0331,2018-06-21T11:29Z,2018-08-21T15:27Z,cisco,nx-os,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0332,2018-06-07T21:29Z,2018-07-20T13:48Z,cisco,ip_phone_firmware,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0333,2018-06-07T21:29Z,2018-07-20T13:50Z,cisco,firepower_management_center,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-0334,2018-06-07T21:29Z,2018-07-20T13:53Z,cisco,anyconnect_secure_mobility_client,NETWORK,HIGH,NONE,NONE,LOW,LOW,NONE
CVE-2018-0335,2018-06-07T21:29Z,2018-07-20T13:54Z,cisco,prime_collaboration,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0336,2018-06-07T21:29Z,2018-07-20T14:19Z,cisco,prime_collaboration,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0337,2018-06-21T11:29Z,2018-08-20T22:54Z,cisco,nx-os,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0338,2018-06-07T21:29Z,2018-07-20T14:13Z,cisco,unified_computing_system,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0339,2018-06-07T21:29Z,2018-07-20T14:17Z,cisco,identity_services_engine_software,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0340,2018-06-07T21:29Z,2018-07-20T14:16Z,cisco,unified_communications_manager,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-0352,2018-06-07T21:29Z,2018-07-20T14:06Z,cisco,wide_area_application_services,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0353,2018-06-07T12:29Z,2018-07-20T14:07Z,cisco,web_security_appliance,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-0354,2018-06-07T21:29Z,2018-07-27T14:20Z,cisco,unity_connection,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0355,2018-06-07T21:29Z,2018-07-20T14:11Z,cisco,unified_communications_manager,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0356,2018-06-07T21:29Z,2018-07-27T14:21Z,cisco,webex_meetings,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0357,2018-06-07T21:29Z,2018-07-27T14:21Z,cisco,webex_meetings,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0358,2018-06-21T11:29Z,2018-08-20T22:54Z,cisco,telepresence_video_communication_server,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0359,2018-06-21T11:29Z,2018-08-20T22:54Z,cisco,meeting_server,LOCAL,LOW,NONE,LOW,NONE,HIGH,NONE
CVE-2018-0360,2018-07-16T17:29Z,2018-09-13T16:31Z,clamav,clamav,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-0361,2018-07-16T17:29Z,2018-09-13T16:16Z,clamav,clamav,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,LOW
CVE-2018-0362,2018-06-21T11:29Z,2018-08-13T15:19Z,cisco,5100_enterprise_network_compute_system_firmware,PHYSICAL,LOW,NONE,NONE,LOW,LOW,LOW
CVE-2018-0363,2018-06-21T11:29Z,2018-08-20T22:54Z,cisco,unified_communications_manager_im_and_presence_service,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0364,2018-06-21T11:29Z,2018-08-30T13:15Z,cisco,unified_communications_domain_manager,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0365,2018-06-21T11:29Z,2018-08-21T17:16Z,cisco,firepower_management_center,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0366,2018-07-16T17:29Z,2018-09-18T15:40Z,cisco,web_security_appliance,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0370,2018-07-16T17:29Z,2018-09-13T16:10Z,cisco,firepower_management_center,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0371,2018-06-21T11:29Z,2018-08-23T17:57Z,cisco,meeting_server,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-0373,2018-06-21T11:29Z,2018-08-20T22:54Z,cisco,anyconnect_secure_mobility_client,LOCAL,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-0384,2018-07-16T17:29Z,2018-09-13T16:07Z,cisco,firepower_management_center,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-0387,2018-07-18T23:29Z,2018-09-18T19:47Z,cisco,webex_teams,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0390,2018-07-18T23:29Z,2018-09-18T15:12Z,cisco,webex_meetings,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0396,2018-07-18T23:29Z,2018-09-18T15:37Z,cisco,unified_communications_manager_im_and_presence_service,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0398,2018-07-18T23:29Z,2018-09-14T13:09Z,cisco,finesse,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0399,2018-07-18T23:29Z,2018-09-14T13:09Z,cisco,finesse,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0400,2018-07-18T23:29Z,2018-09-14T13:09Z,cisco,unified_contact_center_express,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0401,2018-07-18T23:29Z,2018-09-14T13:10Z,cisco,unified_contact_center_express,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0402,2018-07-18T23:29Z,2018-09-14T13:10Z,cisco,unified_contact_center_express,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0403,2018-07-18T23:29Z,2018-09-14T13:14Z,cisco,unified_contact_center_express,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0486,2018-01-13T18:29Z,2018-02-15T18:24Z,debian,debian_linux,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE
CVE-2018-0487,2018-02-13T15:29Z,2018-03-23T01:29Z,arm,mbed_tls,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0488,2018-02-13T15:29Z,2018-03-23T01:29Z,arm,mbed_tls,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0489,2018-02-27T15:29Z,2018-03-23T15:18Z,debian,debian_linux,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE
CVE-2018-0490,2018-03-05T15:29Z,2018-04-30T01:29Z,torproject,tor,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0491,2018-03-05T15:29Z,2018-07-12T01:29Z,,,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-0492,2018-04-03T07:29Z,2018-05-21T13:01Z,beep_project,beep,LOCAL,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0493,2018-04-03T07:29Z,2018-05-21T13:03Z,debian,debian_linux,NETWORK,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0494,2018-05-06T22:29Z,2018-06-12T18:19Z,canonical,ubuntu_linux,NETWORK,LOW,REQUIRED,NONE,NONE,HIGH,NONE
CVE-2018-0495,2018-06-13T23:29Z,2018-08-10T16:42Z,gnupg,libgcrypt,LOCAL,HIGH,NONE,LOW,HIGH,NONE,NONE
CVE-2018-0496,2018-06-12T20:29Z,2018-08-07T15:06Z,,,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-0499,2018-07-02T12:29Z,2018-08-28T17:46Z,canonical,ubuntu_linux,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0500,2018-07-11T13:29Z,2018-09-11T13:14Z,haxx,curl,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0506,2018-01-26T16:29Z,2018-02-13T18:31Z,nootka_project,nootka,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0507,2018-01-26T16:29Z,2018-02-13T17:54Z,ntt-east,flet's_virus_clear_easy_setup_&_application_tool,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0508,2018-02-01T14:29Z,2018-02-14T15:25Z,kkcald_project,kkcald,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0509,2018-02-01T14:29Z,2018-02-14T15:24Z,kkcald_project,kkcald,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0510,2018-02-01T14:29Z,2018-02-14T15:25Z,kkcald_project,kkcald,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0511,2018-02-01T14:29Z,2018-02-14T15:07Z,,,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0512,2018-02-08T14:29Z,2018-03-06T13:41Z,iodata,bx-vp1_firmware,ADJACENT_NETWORK,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-0513,2018-02-08T14:29Z,2018-03-10T15:20Z,mtssb.mt-systems,simple_booking,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0514,2018-02-08T14:29Z,2018-03-10T15:16Z,futomi,mp_form_mail_cgi,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0515,2018-02-16T17:29Z,2018-03-14T17:51Z,flets,azukeru_backup_tool,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0516,2018-02-16T17:29Z,2018-03-14T17:51Z,flets,address_selection_tool,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0517,2018-02-08T14:29Z,2018-03-10T15:12Z,kddi,anshin_net_security,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0518,2018-02-23T15:29Z,2018-03-20T19:16Z,,,NETWORK,HIGH,NONE,NONE,HIGH,NONE,NONE
CVE-2018-0519,2018-02-23T15:29Z,2018-03-19T15:24Z,fsi,fs010w_firmware,NETWORK,LOW,REQUIRED,HIGH,LOW,LOW,NONE
CVE-2018-0520,2018-02-23T15:29Z,2018-03-16T17:51Z,fsi,fs010w_firmware,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0521,2018-03-09T16:29Z,2018-03-26T16:06Z,buffalo,wxr-1900dhp2_firmware,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0522,2018-03-09T16:29Z,2018-03-26T16:09Z,buffalo,wxr-1900dhp2_firmware,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-0523,2018-03-09T16:29Z,2018-03-26T16:10Z,buffalo,wxr-1900dhp2_firmware,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-0524,2018-03-09T16:29Z,2018-03-27T16:43Z,jubat,jubatus,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW
CVE-2018-0525,2018-03-09T16:29Z,2018-03-27T16:42Z,jubat,jubatus,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-0526,2018-06-26T14:29Z,2018-08-08T18:03Z,cybozu,office,NETWORK,LOW,REQUIRED,NONE,LOW,NONE,NONE
CVE-2018-0527,2018-06-26T14:29Z,2018-08-09T13:38Z,cybozu,office,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0528,2018-06-26T14:29Z,2018-08-09T13:25Z,cybozu,office,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-0529,2018-06-26T14:29Z,2018-08-08T18:06Z,cybozu,office,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,LOW
CVE-2018-0530,2018-04-16T14:29Z,2018-05-17T13:24Z,cybozu,garoon,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-0531,2018-04-16T14:29Z,2018-05-17T13:26Z,cybozu,garoon,NETWORK,LOW,NONE,LOW,NONE,LOW,NONE
CVE-2018-0532,2018-04-16T14:29Z,2018-05-17T13:09Z,cybozu,garoon,NETWORK,LOW,NONE,HIGH,NONE,LOW,NONE
CVE-2018-0533,2018-04-16T14:29Z,2018-05-17T13:27Z,cybozu,garoon,NETWORK,LOW,NONE,HIGH,NONE,HIGH,NONE
CVE-2018-0534,2018-03-22T13:29Z,2018-04-17T14:38Z,arsenol_project,arsenol,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0535,2018-03-22T13:29Z,2018-04-13T18:42Z,php_2chbbs_project,php_2chbbs,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0536,2018-03-22T13:29Z,2018-04-12T16:18Z,qqq_systems_project,qqq_systems,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0537,2018-03-22T13:29Z,2018-04-12T16:17Z,qqq_systems_project,qqq_systems,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-0538,2018-03-22T13:29Z,2018-04-17T14:38Z,qqq_systems_project,qqq_systems,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
